# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,7.55,1.0,-179.8705514101775,0,3.0,0.37540364975088747,0.0,0.0,0.0
 0.08942185668638802,7.53800562793257,0.999972901019849,-179.8705514101775,0.26826557005916407,3.0,0.37540364975088747,0.0,6.967434919224827,0.0
 0.1264326334564128,7.526022488212931,0.9998918939080605,-179.6126812317224,0.37929790036923844,3.0,0.37339185214086,0.0,9.029400269678625,0.0
 0.15481282060605542,7.514050545565057,0.9997574134076318,-179.3564251622199,0.4644384618181663,3.000000000000001,0.3713437593855239,0.0,10.649328384373025,0.0
 0.17872281116283473,7.502089764712922,0.9995698942615598,-179.10179982111347,0.5361684334885042,2.9999999999999987,0.3692601461681341,0.0,12.016958790007669,0.0
 0.1997745921739078,7.490140110380501,0.9993297712128415,-178.84882143624716,0.5993237765217234,3.0,0.3671417888471268,0.0,13.212844780021562,0.0
 0.2187951434099185,7.4782015472917704,0.9990374790044744,-178.59750584513532,0.6563854302297556,3.000000000000003,0.36498946471631644,0.0,14.280708244633493,0.0
 0.2362758834659273,7.4662740401707035,0.9986934523794551,-178.34786849649515,0.708827650397782,3.0000000000000018,0.36280395116488623,0.0,15.247568704308122,0.0
 0.25253710184252337,7.454357553741274,0.9982981260807808,-178.09992445208223,0.7576113055275703,3.0000000000000053,0.36058602500360876,0.0,16.131560149166702,0.0
 0.26780134541495737,7.442452052727457,0.9978519348514487,-177.85368838876198,0.8034040362448723,3.0000000000000036,0.3583364618983069,0.0,16.945576622399294,0.0
 0.2822307031967803,7.430557501853229,0.9973553134344559,-177.60917460085813,0.846692109590341,2.999999999999996,0.3560560354312569,0.0,17.699188592123193,0.0
 0.29594758049054776,7.418673865842561,0.9968086965727995,-177.3663970027407,0.8878427414716435,3.000000000000008,0.35374551665431775,0.0,18.399740259751407,0.0
 0.30904710622735554,7.4068011094194315,0.9962125190094762,-177.12536913165752,0.9271413186820671,3.000000000000013,0.35140567336318207,0.0,19.053019800717067,0.0
 0.32160495707492903,7.394939197307813,0.9955672154874834,-176.88610415080424,0.9648148712247876,3.0000000000000044,0.34903726943152696,0.0,19.663690050668126,0.0
 0.333682512080631,7.383088094231681,0.9948732207498182,-176.6486148526022,1.0010475362418934,2.9999999999999907,0.34664106428013897,0.0,20.23557682932379,0.0
 0.3453303732896354,7.371247764915009,0.9941309695394775,-176.41291366221012,1.0359911198689067,3.0000000000000093,0.34421781227164655,0.0,20.771868606828825,0.0
 0.356590844141158,7.359418174081772,0.9933408965994586,-176.17901264123125,1.0697725324234744,2.9999999999999902,0.34176826205005395,0.0,21.27525876192945,0.0
 0.3674997196668212,7.347599286455946,0.9925034366727583,-175.94692349162108,1.1024991590004638,2.9999999999999796,0.33929315614056155,0.0,21.748049427238655,0.0
 0.3780876085992449,7.335791066761503,0.9916190245023739,-175.71665755978864,1.134262825797735,3.0000000000000107,0.33679323037961506,0.0,22.19222889950982,0.0
 0.3883809288400463,7.323993479722421,0.9906880948313024,-175.4882258408688,1.1651427865201391,2.9999999999999893,0.334269213363387,0.0,22.60953040442546,0.0
 0.3984026698330578,7.312206490062672,0.9897110824025409,-175.26163898318205,1.1952080094991735,3.0,0.3317218260419209,0.0,23.001477433576245,0.0
 0.4081729852830328,7.300430062506231,0.9886884219590863,-175.0369072928405,1.2245189558490985,2.9999999999999942,0.32915178116183974,0.0,23.36941921844196,0.0
 0.4177096602098927,7.288664161777074,0.987620548243936,-174.8140407385247,1.2531289806296784,3.0000000000000173,0.3265597829328802,0.0,23.714558845929496,0.0
 0.42702848345103267,7.276908752599175,0.9865078960000868,-174.59304895639792,1.2810854503530984,3.000000000000012,0.32394652659480555,0.0,24.037975794984078,0.0
 0.4361435480100225,7.2651637996965075,0.9853508999705359,-174.37394125515917,1.3084306440300677,2.999999999999988,0.3213126979295113,0.0,24.340644187856988,0.0
 0.4450674956364956,7.253429267793048,0.9841499948982804,-174.15672662123214,1.3352024869094872,3.000000000000006,0.3186589730055154,0.0,24.623447710459246,0.0
 0.45381171779789353,7.241705121612769,0.9829056155263173,-173.94141372407233,1.3614351533936808,2.999999999999987,0.3159860177685663,0.0,24.887191913260676,0.0
 0.46238652218852744,7.229991325879647,0.9816181965976436,-173.72801092158392,1.3871595665655825,2.9999999999999933,0.3132944876829641,0.0,25.132614429361613,0.0
 0.47080127173734876,7.218287845317656,0.9802881728552566,-173.51652626565377,1.4124038152120464,2.9999999999999933,0.31058502750848116,0.0,25.36039352684749,0.0
 0.4790645014723613,7.20659464465077,0.9789159790421532,-173.3069675077711,1.437193504417084,3.0000000000000067,0.3078582708627535,0.0,25.5711553096949,0.0
 0.4871840174078174,7.194911688602965,0.9775020499013306,-173.09934210474603,1.4615520522234524,3.0,0.3051148401108548,0.0,25.765479820004394,0.0
 0.49516698072438464,7.183238941898215,0.9760468201757857,-172.89365722450916,1.4855009421731542,3.0000000000000138,0.3023553460127758,0.0,25.943906237420133,0.0
 0.5030199798317301,7.171576369260493,0.9745507246085157,-172.68991975198563,1.5090599394951905,2.999999999999993,0.2995803874808201,0.0,26.106937331914967,0.0
 0.5107490923807313,7.159923935413776,0.9730141979425178,-172.48813629503758,1.532247277142194,2.999999999999986,0.29679055151155853,0.0,26.25504329599688,0.0
