# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.9,3.3,-0.007955429630170811,0,3.0,-0.02182412165825878,0.0,0.0,0.0
 0.08852385841578492,1.911754710149918,3.299998367876817,-0.007955429630170811,0.2655715752473548,3.0000000000000004,-0.02182412165825878,0.0,-0.3957962259868682,0.0
 0.12635162170219896,1.9239470973706798,3.2999934889631306,-0.022927515576458102,0.37905486510659697,3.000000000000001,-0.019451358683708026,0.0,-0.4641603691347139,0.0
 0.15614613338749475,1.9365724187702726,3.299985389442736,-0.03675694711849354,0.46843840016248434,3.0,-0.017420833441511935,0.0,-0.49781019245935254,0.0
 0.18188996679309044,1.949625931456684,3.299974095499426,-0.04957248978077464,0.5456699003792714,3.000000000000001,-0.01567257661751405,0.0,-0.5130788270441354,0.0
 0.2051063283127655,1.963102892537901,3.2999596333169965,-0.061484313317522125,0.6153189849382966,2.9999999999999987,-0.014158842875819012,0.0,-0.5173726369177523,0.0
 0.22656652681013414,1.9769985591219115,3.2999420290792414,-0.07258723280288412,0.6796995804304026,3.0000000000000027,-0.012841295973845476,0.0,-0.5147800558567395,0.0
 0.24672282802392306,1.991308188316702,3.299921308969955,-0.08296329466758365,0.7401684840717693,2.9999999999999973,-0.011688908993684178,0.0,-0.5077820933799467,0.0
 0.2658660050646661,2.00602703723026,3.299897499172932,-0.09268385717927509,0.7975980151939985,3.0000000000000044,-0.010676386596911539,0.0,-0.497969089138392,0.0
 0.2841952950467171,2.0211503629705736,3.299870625871966,-0.10181127701619046,0.8525858851401514,3.0,-0.009782963503428853,0.0,-0.48639618955832403,0.0
 0.30185375828008487,2.036673422645629,3.299840715250852,-0.11040028624635631,0.9055612748402548,3.000000000000003,-0.008991482944001757,0.0,-0.47377921331021505,0.0
 0.31894787645622447,2.0525914733634143,3.2998077934933843,-0.11849912410807958,0.9568436293686736,3.0,-0.008287684695868746,0.0,-0.4606105643296702,0.0
 0.3355591952160455,2.0688997722319162,3.2997718867833576,-0.12615047301630078,1.0066775856481367,3.0,-0.0076596508676171435,0.0,-0.4472314436830038,0.0
 0.3517516260187985,2.0855935763591225,3.2997330213045655,-0.13339223722095314,1.0552548780563957,3.0,-0.007097364247351554,0.0,-0.43387859249017147,0.0
 0.3675762299753822,2.10266814285302,3.2996912232408024,-0.14025819411235008,1.1027286899261468,3.0,-0.006592363751159991,0.0,-0.4207154591452221,0.0
 0.3830744666460497,2.120118728821597,3.2996465187758637,-0.1467785418691913,1.1492233999381494,3.0,-0.006137470776770327,0.0,-0.40785346719566573,0.0
 0.39828046782079446,2.1379405913728395,3.299598934093543,-0.1529803621704923,1.1948414034623835,2.9999999999999964,-0.005726566332791195,0.0,-0.3953668025447866,0.0
 0.41322267019896797,2.156128987614736,3.2995484953776346,-0.15888801294772786,1.239668010596904,2.9999999999999964,-0.005354412848400888,0.0,-0.38330285379732354,0.0
 0.4279250138883157,2.1746791746552727,3.2994952288119332,-0.1645234632413639,1.2837750416649472,2.9999999999999925,-0.005016506616403686,0.0,-0.37168967295911914,0.0
 0.4424078392519628,2.193586409602438,3.2994391605802336,-0.16990657986430194,1.3272235177558884,3.0,-0.004708964220066223,0.0,-0.3605413619424393,0.0
 0.45668856945159686,2.212845949564218,3.299380316866329,-0.17505537378001054,1.3700657083547907,3.000000000000008,-0.004428422644719477,0.0,-0.3498619918663666,0.0
 0.4707822377198388,2.232453051648601,3.2993187238540145,-0.17998621263304146,1.4123467131595164,2.999999999999996,-0.004171958132428417,0.0,-0.3396484768739676,0.0
 0.4847019001524877,2.2524029729635737,3.299254407727085,-0.18471400477689046,1.4541057004574631,2.999999999999996,-0.0039370227442933215,0.0,-0.3298926865014756,0.0
 0.49845896276787394,2.2726909706171243,3.2991873946693335,-0.18925235912144922,1.4953768883036218,3.0,-0.0037213883543398456,0.0,-0.3205830059055565,0.0
 0.5120634434542359,2.2933123017172385,3.299117710864556,-0.19361372443366726,1.5361903303627078,3.0,-0.0035231015924448925,0.0,-0.31170549303526845,0.0
 0.525524183834464,2.314262223371905,3.2990453824965456,-0.19780951115050596,1.5765725515033921,3.0000000000000164,-0.0033404404489356682,0.0,-0.30324472941692765,0.0
 0.5388490221614367,2.335535992689111,3.298970435749097,-0.20185019814349311,1.6165470664843105,3.0000000000000084,-0.003171889620089037,0.0,-0.29518445331532606,0.0
 0.5520449355701902,2.357128866776843,3.298892896806005,-0.2057454266290524,1.656134806710571,3.0000000000000084,-0.0030161070986197357,0.0,-0.28750802218418225,0.0
 0.5651181580004778,2.379036102743089,3.2988127918510637,-0.2095040829535583,1.6953544740014341,3.000000000000017,-0.0028719036055347893,0.0,-0.2801987510379767,0.0
 0.5780742786301918,2.401252957695836,3.298730147068068,-0.21313437177230152,1.734222835890576,3.0,-0.002738220542408263,0.0,-0.27324015776171784,0.0
 0.5909183245686351,2.4237746887430713,3.298644988640811,-0.2166438809108205,1.7727549737059063,3.0000000000000173,-0.0026141169983255126,0.0,-0.26661613519629945,0.0
 0.6036548307406395,2.4465965529927827,3.2985573427530883,-0.22003963896230413,1.8109644922219195,3.0,-0.002498750347710276,0.0,-0.26031107438477624,0.0
 0.6162878992730301,2.4697138075529566,3.2984672355886935,-0.22332816660474725,1.848863697819091,3.0,-0.002391369305296728,0.0,-0.25430994177164246,0.0
